name,category,prompt,negative_prompt
Gothic Mausoleum Garden — Clear Daylight,Foggy graveyards,"gothic mausoleum garden, clear daylight, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Geometric Void Dimension — Clear Daylight,Cosmic environments,"geometric void dimension, clear daylight, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Acacia-Dotted Grassland — Soft Overcast Light,African savanna,"acacia-dotted grassland, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Red-Earth Outback Road — Soft Overcast Light,Australian outback,"red-earth outback road, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Dense Tropical Rainforest — Soft Overcast Light,Rainforest,"dense tropical rainforest, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Overgrown Jungle Trail — Soft Overcast Light,Jungle,"overgrown jungle trail, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Sweeping Sand Dunes — Soft Overcast Light,Desert,"sweeping sand dunes, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
High Alpine Ridge — Soft Overcast Light,Mountains,"high alpine ridge, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Windswept Snowfield — Soft Overcast Light,Snowfields,"windswept snowfield, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Wide River Bend — Soft Overcast Light,Rivers,"wide river bend, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Towering Waterfall Basin — Soft Overcast Light,Waterfalls,"towering waterfall basin, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Misty Marshland — Soft Overcast Light,Wetlands,"misty marshland, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Wide Sandy Beach — Soft Overcast Light,Beaches,"wide sandy beach, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Colourful Coral Reef — Soft Overcast Light,Coral reefs,"colourful coral reef, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Open Ocean Surface — Soft Overcast Light,Open ocean,"open ocean surface, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Submerged Limestone Cave — Soft Overcast Light,Underwater caves,"submerged limestone cave, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Deep-Sea Trench Floor — Soft Overcast Light,Deep-sea trenches,"deep-sea trench floor, soft overcast light, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
